,Unnamed: 0,Participant_unique_ID,correct_keyboard_response,correct_response,flanker_condition,response_keyboard_response,response_time_keyboard_response,stimulus,Latin_square_group,target_type
10676,10676,26,1,C,2,c,695,noud slif slif noud slif slif slif,5,nonword
10677,10677,26,1,M,5,m,656,meen meen meen aard aard meen meen,5,word
10678,10678,26,1,C,4,c,1377,smik smik beed beed smik smik smik,5,nonword
10679,10679,26,1,C,1,c,667,sins sins sins elvo sins sins sins,5,nonword
10680,10680,26,1,M,7,m,569,hand hand hand jouw hand hand jouw,5,word
10681,10681,26,1,M,6,m,576,grof grof grof duim grof duim grof,5,word
10682,10682,26,1,M,1,m,496,golf golf golf kaas golf golf golf,5,word
10683,10683,26,1,C,2,c,768,diel zaat zaat diel zaat zaat zaat,5,nonword
10684,10684,26,1,C,4,c,689,hijl hijl orse orse hijl hijl hijl,5,nonword
10685,10685,26,0,C,1,m,840,toor toor toor zijs toor toor toor,5,nonword
10686,10686,26,1,M,1,m,594,romp romp romp haan romp romp romp,5,word
10687,10687,26,1,C,3,c,766,woor peef woor peef woor woor woor,5,nonword
10688,10688,26,1,C,2,c,788,fonk ereg ereg fonk ereg ereg ereg,5,nonword
10689,10689,26,1,C,6,c,1135,ezis ezis ezis paat ezis paat ezis,5,nonword
10690,10690,26,1,C,1,c,745,grop grop grop ties grop grop grop,5,nonword
10691,10691,26,0,C,7,m,770,baag baag baag hede baag baag hede,5,nonword
10692,10692,26,1,C,2,c,689,peft zood zood peft zood zood zood,5,nonword
10693,10693,26,1,C,3,c,781,krad lote krad lote krad krad krad,5,nonword
10694,10694,26,1,C,6,c,572,muif muif muif sner muif sner muif,5,nonword
10695,10695,26,1,C,3,c,707,spak fein spak fein spak spak spak,5,nonword
10696,10696,26,1,M,2,m,621,stem druk druk stem druk druk druk,5,word
10697,10697,26,1,C,5,c,548,vlom vlom vlom tert tert vlom vlom,5,nonword
10698,10698,26,1,C,7,c,820,luva luva luva weik luva luva weik,5,nonword
10699,10699,26,1,C,5,c,551,doms doms doms vleg vleg doms doms,5,nonword
10700,10700,26,1,M,4,m,639,eist eist gram gram eist eist eist,5,word
10701,10701,26,1,M,1,m,827,woon woon woon kust woon woon woon,5,word
10702,10702,26,1,C,4,c,693,wakt wakt zose zose wakt wakt wakt,5,nonword
10703,10703,26,1,M,2,m,652,pech dook dook pech dook dook dook,5,word
10704,10704,26,1,M,1,m,593,zone zone zone buit zone zone zone,5,word
10705,10705,26,1,M,7,m,537,nest nest nest lamp nest nest lamp,5,word
10706,10706,26,1,C,7,c,603,aths aths aths woeg aths aths woeg,5,nonword
10707,10707,26,1,C,3,c,552,maad sfee maad sfee maad maad maad,5,nonword
10708,10708,26,1,M,3,m,630,jurk moed jurk moed jurk jurk jurk,5,word
10709,10709,26,1,C,6,c,971,jijk jijk jijk enes jijk enes jijk,5,nonword
10710,10710,26,1,M,3,m,615,club ster club ster club club club,5,word
10711,10711,26,1,C,7,c,538,oyer oyer oyer spap oyer oyer spap,5,nonword
10712,10712,26,1,M,7,m,618,gras gras gras neef gras gras neef,5,word
10713,10713,26,1,C,2,c,645,opke duut duut opke duut duut duut,5,nonword
10714,10714,26,1,C,6,c,716,buim buim buim voof buim voof buim,5,nonword
10715,10715,26,1,M,1,m,625,huil huil huil roem huil huil huil,5,word
10716,10716,26,1,C,3,c,699,gelk foof gelk foof gelk gelk gelk,5,nonword
10717,10717,26,1,M,7,m,497,fris fris fris luxe fris fris luxe,5,word
10718,10718,26,1,M,2,m,670,poes waag waag poes waag waag waag,5,word
10719,10719,26,0,M,3,c,1324,riem zulk riem zulk riem riem riem,5,word
10720,10720,26,1,C,2,c,752,udep ozis ozis udep ozis ozis ozis,5,nonword
10721,10721,26,1,C,6,c,609,poor poor poor namu poor namu poor,5,nonword
10722,10722,26,1,M,1,m,596,word word word kent word word word,5,word
10723,10723,26,1,C,4,c,560,vlog vlog esen esen vlog vlog vlog,5,nonword
10724,10724,26,1,M,6,m,461,rest rest rest plan rest plan rest,5,word
10725,10725,26,1,C,5,c,560,stor stor stor mein mein stor stor,5,nonword
10726,10726,26,1,M,4,m,431,gaaf gaaf cent cent gaaf gaaf gaaf,5,word
10727,10727,26,1,C,1,c,836,wont wont wont herg wont wont wont,5,nonword
10728,10728,26,1,M,6,m,499,ouwe ouwe ouwe lijk ouwe lijk ouwe,5,word
10729,10729,26,1,M,2,m,699,doel snap snap doel snap snap snap,5,word
10730,10730,26,1,M,7,m,496,ooit ooit ooit leuk ooit ooit leuk,5,word
10731,10731,26,1,C,3,c,828,jang telk jang telk jang jang jang,5,nonword
10732,10732,26,1,M,6,m,527,voeg voeg voeg pijl voeg pijl voeg,5,word
10733,10733,26,1,M,7,m,474,auto auto auto idee auto auto idee,5,word
10734,10734,26,1,C,6,c,690,merf merf merf soop merf soop merf,5,nonword
10735,10735,26,1,M,5,m,432,band band band slim slim band band,5,word
10736,10736,26,1,M,1,m,526,rood rood rood tuin rood rood rood,5,word
10737,10737,26,1,M,4,m,504,neen neen bril bril neen neen neen,5,word
10738,10738,26,1,M,2,m,561,chip slok slok chip slok slok slok,5,word
10739,10739,26,1,M,3,m,602,zaad knie zaad knie zaad zaad zaad,5,word
10740,10740,26,1,C,2,c,819,vits reur reur vits reur reur reur,5,nonword
10741,10741,26,1,M,6,m,549,zout zout zout grap zout grap zout,5,word
10742,10742,26,1,C,5,c,599,coho coho coho kelg kelg coho coho,5,nonword
10743,10743,26,1,M,5,m,485,vlot vlot vlot eend eend vlot vlot,5,word
10744,10744,26,1,M,1,m,469,viel viel viel gang viel viel viel,5,word
10745,10745,26,1,C,1,c,627,palf palf palf noet palf palf palf,5,nonword
10746,10746,26,1,C,1,c,622,kril kril kril sted kril kril kril,5,nonword
10747,10747,26,1,M,2,m,778,legt koop koop legt koop koop koop,5,word
10748,10748,26,1,M,1,m,445,zorg zorg zorg stel zorg zorg zorg,5,word
10749,10749,26,1,M,2,m,467,blok pest pest blok pest pest pest,5,word
10750,10750,26,1,C,5,c,575,taap taap taap kied kied taap taap,5,nonword
10751,10751,26,1,C,6,c,873,gral gral gral mont gral mont gral,5,nonword
10752,10752,26,1,C,3,c,711,wief muld wief muld wief wief wief,5,nonword
10753,10753,26,1,M,2,m,504,uren slot slot uren slot slot slot,5,word
10754,10754,26,1,M,6,m,834,foto foto foto ware foto ware foto,5,word
10755,10755,26,1,C,7,c,763,keme keme keme trop keme keme trop,5,nonword
10756,10756,26,1,C,1,c,996,tisa tisa tisa beng tisa tisa tisa,5,nonword
10757,10757,26,1,C,5,c,716,wijm wijm wijm bels bels wijm wijm,5,nonword
10758,10758,26,1,M,4,m,529,wind wind taak taak wind wind wind,5,word
10759,10759,26,1,C,6,c,783,bool bool bool wert bool wert bool,5,nonword
10760,10760,26,1,M,6,m,494,gast gast gast held gast held gast,5,word
10761,10761,26,1,C,5,c,559,pans pans pans kole kole pans pans,5,nonword
10762,10762,26,1,M,6,m,562,riks riks riks blad riks blad riks,5,word
10763,10763,26,1,C,6,c,537,daai daai daai spee daai spee daai,5,nonword
10764,10764,26,1,C,1,c,534,malm malm malm odne malm malm malm,5,nonword
10765,10765,26,0,C,4,m,657,muns muns tekt tekt muns muns muns,5,nonword
10766,10766,26,1,C,2,c,610,eloe hava hava eloe hava hava hava,5,nonword
10767,10767,26,1,M,7,m,601,daad daad daad berg daad daad berg,5,word
10768,10768,26,1,C,5,c,589,zoof zoof zoof daam daam zoof zoof,5,nonword
10769,10769,26,1,M,4,m,403,eeuw eeuw stap stap eeuw eeuw eeuw,5,word
10770,10770,26,1,M,3,m,467,zoek film zoek film zoek zoek zoek,5,word
10771,10771,26,1,M,6,m,411,wijn wijn wijn vuur wijn vuur wijn,5,word
10772,10772,26,1,C,3,c,609,nale sugo nale sugo nale nale nale,5,nonword
10773,10773,26,1,C,2,c,582,cini wors wors cini wors wors wors,5,nonword
10774,10774,26,1,M,2,m,520,heks gold gold heks gold gold gold,5,word
10775,10775,26,1,C,4,c,594,daaf daaf koem koem daaf daaf daaf,5,nonword
10776,10776,26,1,M,5,m,481,touw touw touw brak brak touw touw,5,word
10777,10777,26,1,C,7,c,669,cace cace cace zouw cace cace zouw,5,nonword
10778,10778,26,1,M,5,m,412,rijd rijd rijd tank tank rijd rijd,5,word
10779,10779,26,1,C,5,c,499,diet diet diet saks saks diet diet,5,nonword
10780,10780,26,1,M,5,m,575,dode dode dode ruim ruim dode dode,5,word
10781,10781,26,1,C,5,c,582,kwat kwat kwat rens rens kwat kwat,5,nonword
10782,10782,26,1,M,6,m,460,baby baby baby loop baby loop baby,5,word
10783,10783,26,1,C,4,c,571,jalf jalf knet knet jalf jalf jalf,5,nonword
10784,10784,26,1,C,1,c,499,fiom fiom fiom cest fiom fiom fiom,5,nonword
10785,10785,26,1,C,5,c,519,drik drik drik onel onel drik drik,5,nonword
10786,10786,26,0,M,6,c,590,slet slet slet mark slet mark slet,5,word
10787,10787,26,1,C,7,c,733,onoy onoy onoy trie onoy onoy trie,5,nonword
10788,10788,26,1,C,5,c,607,kour kour kour zwee zwee kour kour,5,nonword
10789,10789,26,1,M,3,m,633,arts melk arts melk arts arts arts,5,word
10790,10790,26,1,M,1,m,558,rust rust rust vlak rust rust rust,5,word
10791,10791,26,1,C,4,c,839,snop snop reug reug snop snop snop,5,nonword
10792,10792,26,1,C,6,c,615,wans wans wans vrie wans vrie wans,5,nonword
10793,10793,26,1,M,3,m,839,rang koel rang koel rang rang rang,5,word
10794,10794,26,1,C,4,c,702,tans tans piem piem tans tans tans,5,nonword
10795,10795,26,1,C,6,c,476,caks caks caks vieg caks vieg caks,5,nonword
10796,10796,26,1,M,5,m,538,dief dief dief klus klus dief dief,5,word
10797,10797,26,1,M,6,m,638,riep riep riep hoog riep hoog riep,5,word
10798,10798,26,0,C,1,m,620,boal boal boal meis boal boal boal,5,nonword
10799,10799,26,1,C,5,c,603,ilde ilde ilde sont sont ilde ilde,5,nonword
10800,10800,26,1,M,1,m,577,gids gids gids vlek gids gids gids,5,word
10801,10801,26,1,M,2,m,625,kans liep liep kans liep liep liep,5,word
10802,10802,26,1,C,5,c,541,bork bork bork leit leit bork bork,5,nonword
10803,10803,26,1,M,2,m,512,lief koud koud lief koud koud koud,5,word
10804,10804,26,1,M,6,m,637,maak maak maak oude maak oude maak,5,word
10805,10805,26,1,M,2,m,945,reed maan maan reed maan maan maan,5,word
10806,10806,26,1,C,7,c,528,naus naus naus tieg naus naus tieg,5,nonword
10807,10807,26,1,C,2,c,606,noeg wats wats noeg wats wats wats,5,nonword
10808,10808,26,0,M,3,c,1511,klom tape klom tape klom klom klom,5,word
10809,10809,26,1,M,4,m,1051,dame dame lukt lukt dame dame dame,5,word
10810,10810,26,1,M,5,m,549,pond pond pond vuil vuil pond pond,5,word
10811,10811,26,1,M,4,m,822,borg borg tand tand borg borg borg,5,word
10812,10812,26,1,C,1,c,839,marg marg marg bees marg marg marg,5,nonword
10813,10813,26,1,C,4,c,719,raal raal mose mose raal raal raal,5,nonword
10814,10814,26,1,M,5,m,600,vlug vlug vlug adem adem vlug vlug,5,word
10815,10815,26,1,M,1,m,623,hulp hulp hulp neer hulp hulp hulp,5,word
10816,10816,26,1,M,1,m,940,zuur zuur zuur aten zuur zuur zuur,5,word
10817,10817,26,1,C,6,c,538,cula cula cula dize cula dize cula,5,nonword
10818,10818,26,1,M,1,m,592,smal smal smal puin smal smal smal,5,word
10819,10819,26,1,M,5,m,876,mouw mouw mouw race race mouw mouw,5,word
10820,10820,26,1,C,6,c,683,laus laus laus obee laus obee laus,5,nonword
10821,10821,26,1,M,2,m,597,voer luid luid voer luid luid luid,5,word
10822,10822,26,1,M,5,m,570,wolk wolk wolk vest vest wolk wolk,5,word
10823,10823,26,1,M,4,m,466,volk volk raam raam volk volk volk,5,word
10824,10824,26,1,M,1,m,491,heen heen heen soms heen heen heen,5,word
10825,10825,26,1,M,2,m,476,hoed spul spul hoed spul spul spul,5,word
10826,10826,26,1,M,1,m,428,graf graf graf show graf graf graf,5,word
10827,10827,26,1,M,7,m,483,hoge hoge hoge papa hoge hoge papa,5,word
10828,10828,26,0,C,4,m,681,dast dast rome rome dast dast dast,5,nonword
10829,10829,26,1,M,5,m,554,keel keel keel tong tong keel keel,5,word
10830,10830,26,1,C,6,c,627,jafi jafi jafi knes jafi knes jafi,5,nonword
10831,10831,26,1,M,6,m,624,boot boot boot enig boot enig boot,5,word
10832,10832,26,1,C,2,c,715,elot sams sams elot sams sams sams,5,nonword
10833,10833,26,1,M,4,m,504,name name lift lift name name name,5,word
10834,10834,26,1,M,5,m,522,lach lach lach boog boog lach lach,5,word
10835,10835,26,1,C,5,c,663,vram vram vram weep weep vram vram,5,nonword
10836,10836,26,1,M,4,m,554,enge enge tram tram enge enge enge,5,word
10837,10837,26,1,C,1,c,595,miks miks miks peng miks miks miks,5,nonword
10838,10838,26,0,M,6,c,646,ding ding ding wees ding wees ding,5,word
10839,10839,26,1,M,4,m,942,ziek ziek houd houd ziek ziek ziek,5,word
10840,10840,26,1,C,2,c,567,omae hijk hijk omae hijk hijk hijk,5,nonword
10841,10841,26,1,C,1,c,836,uilt uilt uilt gonk uilt uilt uilt,5,nonword
10842,10842,26,1,C,6,c,624,hins hins hins poow hins poow hins,5,nonword
10843,10843,26,1,C,1,c,504,wrag wrag wrag olen wrag wrag wrag,5,nonword
10844,10844,26,1,M,5,m,578,blik blik blik rode rode blik blik,5,word
10845,10845,26,0,C,7,m,741,heid heid heid oost heid heid oost,5,nonword
10846,10846,26,0,M,5,c,852,bood bood bood vage vage bood bood,5,word
10847,10847,26,1,M,5,m,685,boos boos boos arme arme boos boos,5,word
10848,10848,26,1,C,3,c,569,dach biee dach biee dach dach dach,5,nonword
10849,10849,26,1,M,7,m,679,ruik ruik ruik pols ruik ruik pols,5,word
10850,10850,26,0,M,3,c,1073,rent cola rent cola rent rent rent,5,word
10851,10851,26,1,C,5,c,773,fams fams fams doon doon fams fams,5,nonword
10852,10852,26,1,M,4,m,516,laag laag dier dier laag laag laag,5,word
10853,10853,26,1,M,3,m,951,jack dorp jack dorp jack jack jack,5,word
10854,10854,26,1,M,3,m,654,eraf gooi eraf gooi eraf eraf eraf,5,word
10855,10855,26,0,M,3,c,1812,jood late jood late jood jood jood,5,word
10856,10856,26,1,M,6,m,575,muur muur muur ziel muur ziel muur,5,word
10857,10857,26,1,M,4,m,656,wild wild reet reet wild wild wild,5,word
10858,10858,26,1,M,3,m,537,mits doek mits doek mits mits mits,5,word
10859,10859,26,1,M,5,m,657,redt redt redt knop knop redt redt,5,word
10860,10860,26,1,C,4,c,688,patt patt geid geid patt patt patt,5,nonword
10861,10861,26,0,C,2,,2162,egen prit prit egen prit prit prit,5,nonword
10862,10862,26,1,M,3,m,828,slag doch slag doch slag slag slag,5,word
10863,10863,26,1,C,1,c,600,wink wink wink doro wink wink wink,5,nonword
10864,10864,26,1,C,7,c,643,jubs jubs jubs wemt jubs jubs wemt,5,nonword
10865,10865,26,0,C,6,m,525,klof klof klof stum klof stum klof,5,nonword
10866,10866,26,1,M,6,m,561,vies vies vies nood vies nood vies,5,word
10867,10867,26,1,C,4,c,1046,noed noed sauw sauw noed noed noed,5,nonword
10868,10868,26,1,M,7,m,574,homo homo homo vals homo homo vals,5,word
10869,10869,26,1,M,2,m,563,oven paal paal oven paal paal paal,5,word
10870,10870,26,1,C,5,c,818,dijf dijf dijf zeus zeus dijf dijf,5,nonword
10871,10871,26,1,M,5,m,450,staf staf staf klok klok staf staf,5,word
10872,10872,26,1,C,2,c,652,benk tuip tuip benk tuip tuip tuip,5,nonword
10873,10873,26,1,M,5,m,535,bond bond bond saai saai bond bond,5,word
10874,10874,26,1,M,2,m,431,verf stok stok verf stok stok stok,5,word
10875,10875,26,1,C,2,c,529,stei kund kund stei kund kund kund,5,nonword
10876,10876,26,1,M,4,m,517,data data ober ober data data data,5,word
10877,10877,26,1,C,1,c,1134,peun peun peun lots peun peun peun,5,nonword
10878,10878,26,1,C,5,c,542,uist uist uist eben eben uist uist,5,nonword
10879,10879,26,1,M,1,m,512,wolf wolf wolf munt wolf wolf wolf,5,word
10880,10880,26,1,C,2,c,512,teña vold vold teña vold vold vold,5,nonword
10881,10881,26,1,C,4,c,629,rort rort amme amme rort rort rort,5,nonword
10882,10882,26,1,M,7,m,462,doos doos doos rare doos doos rare,5,word
10883,10883,26,1,M,2,m,460,kost leeg leeg kost leeg leeg leeg,5,word
10884,10884,26,1,M,6,m,437,vaak vaak vaak zeer vaak zeer vaak,5,word
10885,10885,26,1,C,2,c,565,miot spuk spuk miot spuk spuk spuk,5,nonword
10886,10886,26,1,M,2,m,379,pijn voel voel pijn voel voel voel,5,word
10887,10887,26,1,C,2,c,575,sles houp houp sles houp houp houp,5,nonword
10888,10888,26,1,C,1,c,523,koke koke koke igri koke koke koke,5,nonword
10889,10889,26,1,M,2,m,425,lijn voet voet lijn voet voet voet,5,word
10890,10890,26,1,C,4,c,697,wien wien zoud zoud wien wien wien,5,nonword
10891,10891,26,0,M,3,c,514,joch leid joch leid joch joch joch,5,word
10892,10892,26,1,M,5,m,692,plat plat plat kies kies plat plat,5,word
10893,10893,26,1,M,2,m,605,adel trof trof adel trof trof trof,5,word
10894,10894,26,1,C,5,c,568,fovo fovo fovo iest iest fovo fovo,5,nonword
10895,10895,26,1,M,3,m,488,dien bouw dien bouw dien dien dien,5,word
10896,10896,26,1,C,2,c,536,jeeg dorf dorf jeeg dorf dorf dorf,5,nonword
10897,10897,26,1,C,3,c,542,uten hass uten hass uten uten uten,5,nonword
10898,10898,26,1,M,3,m,425,grot kale grot kale grot grot grot,5,word
10899,10899,26,1,C,3,c,508,noom cais noom cais noom noom noom,5,nonword
10900,10900,26,1,M,3,m,439,ogen wilt ogen wilt ogen ogen ogen,5,word
10901,10901,26,1,M,3,m,469,vele stop vele stop vele vele vele,5,word
10902,10902,26,1,M,2,m,555,uien haak haak uien haak haak haak,5,word
10903,10903,26,1,M,5,m,507,mond mond mond stuk stuk mond mond,5,word
10904,10904,26,0,C,3,m,380,rolk nist rolk nist rolk rolk rolk,5,nonword
10905,10905,26,1,C,6,c,608,hols hols hols preu hols preu hols,5,nonword
10906,10906,26,1,M,1,m,538,vlag vlag vlag beet vlag vlag vlag,5,word
10907,10907,26,1,M,3,m,526,trut dans trut dans trut trut trut,5,word
10908,10908,26,0,M,7,c,1146,doof doof doof heil doof doof heil,5,word
10909,10909,26,1,M,6,m,390,baan baan baan kort baan kort baan,5,word
10910,10910,26,1,C,3,c,617,saar mote saar mote saar saar saar,5,nonword
10911,10911,26,1,C,7,c,606,vrul vrul vrul bops vrul vrul bops,5,nonword
10912,10912,26,1,C,5,c,789,zast zast zast hong hong zast zast,5,nonword
10913,10913,26,1,C,1,c,906,puis puis puis bome puis puis puis,5,nonword
10914,10914,26,1,C,6,c,573,keed keed keed noft keed noft keed,5,nonword
10915,10915,26,1,C,2,c,521,akse druf druf akse druf druf druf,5,nonword
10916,10916,26,1,C,3,c,587,tust zame tust zame tust tust tust,5,nonword
10917,10917,26,1,M,2,m,590,vijf deel deel vijf deel deel deel,5,word
10918,10918,26,1,C,7,c,746,unen unen unen vooi unen unen vooi,5,nonword
10919,10919,26,1,C,3,c,617,hame lins hame lins hame hame hame,5,nonword
10920,10920,27,0,C,7,m,911,hols hols hols preu hols hols preu,6,nonword
10921,10921,27,1,M,1,m,589,daad daad daad berg daad daad daad,6,word
10922,10922,27,1,M,2,m,661,glad norm norm glad norm norm norm,6,word
10923,10923,27,0,M,4,c,681,wint wint fase fase wint wint wint,6,word
10924,10924,27,1,C,6,c,666,ilde ilde ilde sont ilde sont ilde,6,nonword
10925,10925,27,0,C,6,m,901,dijf dijf dijf zeus dijf zeus dijf,6,nonword
10926,10926,27,1,M,2,m,558,soms heen heen soms heen heen heen,6,word
10927,10927,27,1,C,4,c,650,gelk gelk foof foof gelk gelk gelk,6,nonword
10928,10928,27,1,C,2,c,947,lots peun peun lots peun peun peun,6,nonword
10929,10929,27,1,M,7,m,500,boot boot boot enig boot boot enig,6,word
10930,10930,27,1,C,6,c,600,bamp bamp bamp foft bamp foft bamp,6,nonword
10931,10931,27,1,M,6,m,565,raar raar raar hing raar hing raar,6,word
10932,10932,27,1,M,6,m,575,dief dief dief klus dief klus dief,6,word
10933,10933,27,1,C,5,c,602,lura lura lura weft weft lura lura,6,nonword
10934,10934,27,1,M,4,m,523,rang rang koel koel rang rang rang,6,word
10935,10935,27,1,C,2,c,789,herg wont wont herg wont wont wont,6,nonword
10936,10936,27,0,C,1,m,646,heid heid heid oost heid heid heid,6,nonword
10937,10937,27,0,C,7,m,855,lunk lunk lunk hieg lunk lunk hieg,6,nonword
10938,10938,27,1,C,2,c,1377,rart kluw kluw rart kluw kluw kluw,6,nonword
10939,10939,27,1,M,5,m,768,buik buik buik rand rand buik buik,6,word
10940,10940,27,0,M,6,c,1284,meen meen meen aard meen aard meen,6,word
10941,10941,27,0,C,2,m,1174,doov kels kels doov kels kels kels,6,nonword
10942,10942,27,0,M,2,c,1521,kent word word kent word word word,6,word
10943,10943,27,1,C,2,c,843,goet kwil kwil goet kwil kwil kwil,6,nonword
10944,10944,27,1,C,5,c,844,brum brum brum isfe isfe brum brum,6,nonword
10945,10945,27,1,C,5,c,807,daaf daaf daaf koem koem daaf daaf,6,nonword
10946,10946,27,1,C,6,c,699,hust hust hust dran hust dran hust,6,nonword
10947,10947,27,1,M,3,m,840,rook wens rook wens rook rook rook,6,word
10948,10948,27,1,M,7,m,861,lijf lijf lijf mede lijf lijf mede,6,word
10949,10949,27,0,M,3,c,632,slot uren slot uren slot slot slot,6,word
10950,10950,27,1,C,2,c,819,igri koke koke igri koke koke koke,6,nonword
10951,10951,27,1,M,3,m,560,voel pijn voel pijn voel voel voel,6,word
10952,10952,27,1,C,6,c,800,kour kour kour zwee kour zwee kour,6,nonword
10953,10953,27,1,C,4,c,835,gond gond sput sput gond gond gond,6,nonword
