,Unnamed: 0,Participant_unique_ID,correct_keyboard_response,correct_response,flanker_condition,response_keyboard_response,response_time_keyboard_response,stimulus,Latin_square_group,target_type
10325,10325,25,0,C,7,m,526,tool tool tool zaas tool tool zaas,4,nonword
10326,10326,25,1,C,1,c,804,voot voot voot spal voot voot voot,4,nonword
10327,10327,25,1,C,6,c,947,cace cace cace zouw cace zouw cace,4,nonword
10328,10328,25,1,C,4,c,1097,tonk tonk lijg lijg tonk tonk tonk,4,nonword
10329,10329,25,1,M,1,m,825,slok slok slok chip slok slok slok,4,word
10330,10330,25,1,M,1,m,636,voet voet voet lijn voet voet voet,4,word
10331,10331,25,1,C,3,c,643,oomt luil oomt luil oomt oomt oomt,4,nonword
10332,10332,25,1,C,3,c,692,vlog esen vlog esen vlog vlog vlog,4,nonword
10333,10333,25,1,M,3,m,775,koos rede koos rede koos koos koos,4,word
10334,10334,25,1,C,3,c,729,raal mose raal mose raal raal raal,4,nonword
10335,10335,25,1,C,5,c,821,wans wans wans vrie vrie wans wans,4,nonword
10336,10336,25,1,C,5,c,705,jafi jafi jafi knes knes jafi jafi,4,nonword
10337,10337,25,1,C,3,c,846,snop reug snop reug snop snop snop,4,nonword
10338,10338,25,1,C,5,c,645,muif muif muif sner sner muif muif,4,nonword
10339,10339,25,1,M,5,m,592,zaal zaal zaal bron bron zaal zaal,4,word
10340,10340,25,1,C,5,c,660,keed keed keed noft noft keed keed,4,nonword
10341,10341,25,1,C,2,c,1064,eger shik shik eger shik shik shik,4,nonword
10342,10342,25,1,M,7,m,961,norm norm norm glad norm norm glad,4,word
10343,10343,25,1,C,7,c,586,jort jort jort miel jort jort miel,4,nonword
10344,10344,25,1,M,6,m,756,hoge hoge hoge papa hoge papa hoge,4,word
10345,10345,25,1,C,7,c,686,wink wink wink doro wink wink doro,4,nonword
10346,10346,25,1,C,7,c,703,boal boal boal meis boal boal meis,4,nonword
10347,10347,25,1,C,4,c,684,wijm wijm bels bels wijm wijm wijm,4,nonword
10348,10348,25,0,M,6,c,992,dolf dolf dolf miss dolf miss dolf,4,word
10349,10349,25,1,M,4,m,845,gene gene lord lord gene gene gene,4,word
10350,10350,25,1,M,2,m,616,orde punt punt orde punt punt punt,4,word
10351,10351,25,1,C,2,c,662,lote krad krad lote krad krad krad,4,nonword
10352,10352,25,1,M,4,m,759,pond pond vuil vuil pond pond pond,4,word
10353,10353,25,1,M,6,m,656,raak raak raak lees raak lees raak,4,word
10354,10354,25,1,C,2,c,657,telk jang jang telk jang jang jang,4,nonword
10355,10355,25,1,C,3,c,718,taar ille taar ille taar taar taar,4,nonword
10356,10356,25,1,M,5,m,718,maak maak maak oude oude maak maak,4,word
10357,10357,25,1,C,6,c,839,book book book deus book deus book,4,nonword
10358,10358,25,1,C,7,c,766,hiet hiet hiet wols hiet hiet wols,4,nonword
10359,10359,25,1,M,4,m,616,staf staf klok klok staf staf staf,4,word
10360,10360,25,1,M,5,m,795,baan baan baan kort kort baan baan,4,word
10361,10361,25,1,M,7,m,596,heen heen heen soms heen heen soms,4,word
10362,10362,25,1,C,5,c,595,bool bool bool wert wert bool bool,4,nonword
10363,10363,25,1,M,4,m,1069,touw touw brak brak touw touw touw,4,word
10364,10364,25,1,C,6,c,651,onoy onoy onoy trie onoy trie onoy,4,nonword
10365,10365,25,1,C,5,c,710,kurt kurt kurt pode pode kurt kurt,4,nonword
10366,10366,25,1,M,3,m,663,zelf want zelf want zelf zelf zelf,4,word
10367,10367,25,1,C,5,c,527,laus laus laus obee obee laus laus,4,nonword
10368,10368,25,1,C,3,c,745,emer shap emer shap emer emer emer,4,nonword
10369,10369,25,1,C,2,c,661,tace puks puks tace puks puks puks,4,nonword
10370,10370,25,0,M,5,c,524,foto foto foto ware ware foto foto,4,word
10371,10371,25,1,C,4,c,700,roup roup beel beel roup roup roup,4,nonword
10372,10372,25,1,C,3,c,666,weil dous weil dous weil weil weil,4,nonword
10373,10373,25,1,C,6,c,572,kijn kijn kijn abte kijn abte kijn,4,nonword
10374,10374,25,0,M,3,c,622,borg tand borg tand borg borg borg,4,word
10375,10375,25,1,C,2,c,640,cais noom noom cais noom noom noom,4,nonword
10376,10376,25,1,M,4,m,634,past past volg volg past past past,4,word
10377,10377,25,1,M,6,m,721,mand mand mand roer mand roer mand,4,word
10378,10378,25,1,M,4,m,716,wolk wolk vest vest wolk wolk wolk,4,word
10379,10379,25,1,C,5,c,711,caks caks caks vieg vieg caks caks,4,nonword
10380,10380,25,1,M,2,m,800,zoen luik luik zoen luik luik luik,4,word
10381,10381,25,1,M,4,m,545,vlot vlot eend eend vlot vlot vlot,4,word
10382,10382,25,1,M,7,m,536,viel viel viel gang viel viel gang,4,word
10383,10383,25,1,M,2,m,594,mode ruil ruil mode ruil ruil ruil,4,word
10384,10384,25,1,M,4,m,548,meen meen aard aard meen meen meen,4,word
10385,10385,25,1,C,7,c,649,palf palf palf noet palf palf noet,4,nonword
10386,10386,25,1,M,6,m,1047,doos doos doos rare doos rare doos,4,word
10387,10387,25,1,M,5,m,663,lijf lijf lijf mede mede lijf lijf,4,word
10388,10388,25,1,C,4,c,636,lals lals poek poek lals lals lals,4,nonword
10389,10389,25,1,M,3,m,570,dame lukt dame lukt dame dame dame,4,word
10390,10390,25,1,C,6,c,722,vrul vrul vrul bops vrul bops vrul,4,nonword
10391,10391,25,1,C,4,c,748,vlom vlom tert tert vlom vlom vlom,4,nonword
10392,10392,25,1,C,1,c,659,sams sams sams elot sams sams sams,4,nonword
10393,10393,25,1,M,3,m,624,laag dier laag dier laag laag laag,4,word
10394,10394,25,1,C,6,c,731,kuto kuto kuto peed kuto peed kuto,4,nonword
10395,10395,25,1,M,7,m,743,kerk kerk kerk mama kerk kerk mama,4,word
10396,10396,25,1,C,4,c,624,coho coho kelg kelg coho coho coho,4,nonword
10397,10397,25,1,C,4,c,656,rege rege nijt nijt rege rege rege,4,nonword
10398,10398,25,1,C,1,c,887,hijk hijk hijk omae hijk hijk hijk,4,nonword
10399,10399,25,1,C,5,c,742,nave nave nave horp horp nave nave,4,nonword
10400,10400,25,1,M,3,m,1110,enge tram enge tram enge enge enge,4,word
10401,10401,25,1,M,1,m,615,deel deel deel vijf deel deel deel,4,word
10402,10402,25,1,C,5,c,550,cula cula cula dize dize cula cula,4,nonword
10403,10403,25,1,M,6,m,611,nauw nauw nauw pijp nauw pijp nauw,4,word
10404,10404,25,1,C,2,c,891,lins hame hame lins hame hame hame,4,nonword
10405,10405,25,1,M,6,m,698,hand hand hand jouw hand jouw hand,4,word
10406,10406,25,0,C,1,m,724,prit prit prit egen prit prit prit,4,nonword
10407,10407,25,1,M,1,m,570,luid luid luid voer luid luid luid,4,word
10408,10408,25,1,C,2,c,907,haks zoot zoot haks zoot zoot zoot,4,nonword
10409,10409,25,1,M,3,m,734,knap heus knap heus knap knap knap,4,word
10410,10410,25,0,C,7,m,860,tisa tisa tisa beng tisa tisa beng,4,nonword
10411,10411,25,1,M,1,m,641,maan maan maan reed maan maan maan,4,word
10412,10412,25,1,C,1,c,659,reur reur reur vits reur reur reur,4,nonword
10413,10413,25,1,C,2,c,551,alde nouw nouw alde nouw nouw nouw,4,nonword
10414,10414,25,1,M,7,m,628,gids gids gids vlek gids gids vlek,4,word
10415,10415,25,1,M,3,m,637,rock bijl rock bijl rock rock rock,4,word
10416,10416,25,1,C,5,c,656,ezis ezis ezis paat paat ezis ezis,4,nonword
10417,10417,25,1,C,5,c,692,gral gral gral mont mont gral gral,4,nonword
10418,10418,25,1,C,5,c,577,merf merf merf soop soop merf merf,4,nonword
10419,10419,25,1,M,1,m,754,paal paal paal oven paal paal paal,4,word
10420,10420,25,1,C,3,c,689,rort amme rort amme rort rort rort,4,nonword
10421,10421,25,1,C,3,c,930,smik beed smik beed smik smik smik,4,nonword
10422,10422,25,1,M,6,m,580,nest nest nest lamp nest lamp nest,4,word
10423,10423,25,1,C,6,c,693,bust bust bust mave bust mave bust,4,nonword
10424,10424,25,0,M,1,c,675,kilo kilo kilo vers kilo kilo kilo,4,word
10425,10425,25,1,C,7,c,664,sins sins sins elvo sins sins elvo,4,nonword
10426,10426,25,1,M,4,m,640,boos boos arme arme boos boos boos,4,word
10427,10427,25,1,M,2,m,643,bouw dien dien bouw dien dien dien,4,word
10428,10428,25,1,C,4,c,585,taap taap kied kied taap taap taap,4,nonword
10429,10429,25,1,C,7,c,1308,mang mang mang stef mang mang stef,4,nonword
10430,10430,25,1,C,5,c,850,icht icht icht vool vool icht icht,4,nonword
10431,10431,25,0,M,2,c,659,fase wint wint fase wint wint wint,4,word
10432,10432,25,1,C,2,c,551,sfee maad maad sfee maad maad maad,4,nonword
10433,10433,25,1,M,6,m,553,erop erop erop half erop half erop,4,word
10434,10434,25,1,C,4,c,699,bork bork leit leit bork bork bork,4,nonword
10435,10435,25,1,M,5,m,636,ezel ezel ezel muis muis ezel ezel,4,word
10436,10436,25,1,M,5,m,733,fort fort fort high high fort fort,4,word
10437,10437,25,1,M,2,m,741,tape klom klom tape klom klom klom,4,word
10438,10438,25,1,M,6,m,614,gras gras gras neef gras neef gras,4,word
10439,10439,25,1,C,1,c,684,zood zood zood peft zood zood zood,4,nonword
10440,10440,25,1,M,4,m,794,band band slim slim band band band,4,word
10441,10441,25,1,M,4,m,635,bond bond saai saai bond bond bond,4,word
10442,10442,25,1,M,3,m,614,neen bril neen bril neen neen neen,4,word
10443,10443,25,1,C,4,c,584,drik drik onel onel drik drik drik,4,nonword
10444,10444,25,1,M,2,m,575,gooi eraf eraf gooi eraf eraf eraf,4,word
10445,10445,25,1,M,5,m,470,maal maal maal keus keus maal maal,4,word
10446,10446,25,1,M,4,m,692,city city poen poen city city city,4,word
10447,10447,25,1,C,2,c,566,sugo nale nale sugo nale nale nale,4,nonword
10448,10448,25,0,C,4,m,682,fams fams doon doon fams fams fams,4,nonword
10449,10449,25,1,C,3,c,898,biek stog biek stog biek biek biek,4,nonword
10450,10450,25,1,M,3,m,697,eeuw stap eeuw stap eeuw eeuw eeuw,4,word
10451,10451,25,1,C,6,c,647,praf praf praf moek praf moek praf,4,nonword
10452,10452,25,1,M,2,m,703,koel rang rang koel rang rang rang,4,word
10453,10453,25,1,M,6,m,705,ruwe ruwe ruwe poos ruwe poos ruwe,4,word
10454,10454,25,1,M,7,m,525,vlag vlag vlag beet vlag vlag beet,4,word
10455,10455,25,0,M,2,c,828,doch slag slag doch slag slag slag,4,word
10456,10456,25,0,C,2,m,566,zees moor moor zees moor moor moor,4,nonword
10457,10457,25,1,C,4,c,823,kour kour zwee zwee kour kour kour,4,nonword
10458,10458,25,1,M,4,m,782,rijd rijd tank tank rijd rijd rijd,4,word
10459,10459,25,1,M,7,m,554,boom boom boom duur boom boom duur,4,word
10460,10460,25,1,M,1,m,703,waag waag waag poes waag waag waag,4,word
10461,10461,25,1,C,5,c,709,klof klof klof stum stum klof klof,4,nonword
10462,10462,25,0,C,7,m,643,peun peun peun lots peun peun lots,4,nonword
10463,10463,25,1,M,1,m,618,rook rook rook wens rook rook rook,4,word
10464,10464,25,1,C,3,c,759,muns tekt muns tekt muns muns muns,4,nonword
10465,10465,25,1,C,2,c,1312,helf kuim kuim helf kuim kuim kuim,4,nonword
10466,10466,25,1,M,6,m,1023,woud woud woud jeep woud jeep woud,4,word
10467,10467,25,1,C,2,c,762,drap voon voon drap voon voon voon,4,nonword
10468,10468,25,1,C,1,c,705,afes afes afes mong afes afes afes,4,nonword
10469,10469,25,1,C,2,c,818,hass uten uten hass uten uten uten,4,nonword
10470,10470,25,1,M,5,m,685,gast gast gast held held gast gast,4,word
10471,10471,25,1,C,7,c,862,palg palg palg keis palg palg keis,4,nonword
10472,10472,25,1,M,4,m,640,mond mond stuk stuk mond mond mond,4,word
10473,10473,25,1,M,7,m,911,romp romp romp haan romp romp haan,4,word
10474,10474,25,1,C,4,c,879,kwat kwat rens rens kwat kwat kwat,4,nonword
10475,10475,25,1,C,5,c,766,gich gich gich kert kert gich gich,4,nonword
10476,10476,25,1,C,7,c,804,kluw kluw kluw rart kluw kluw rart,4,nonword
10477,10477,25,1,M,5,m,698,ouwe ouwe ouwe lijk lijk ouwe ouwe,4,word
10478,10478,25,1,M,7,m,666,wond wond wond reus wond wond reus,4,word
10479,10479,25,1,M,1,m,636,noch noch noch warm noch noch noch,4,word
10480,10480,25,1,C,6,c,640,dauk dauk dauk lors dauk lors dauk,4,nonword
10481,10481,25,1,C,1,c,1064,meep meep meep saal meep meep meep,4,nonword
10482,10482,25,1,M,5,m,600,hoor hoor hoor eten eten hoor hoor,4,word
10483,10483,25,1,M,6,m,732,ooit ooit ooit leuk ooit leuk ooit,4,word
10484,10484,25,1,C,4,c,664,zoof zoof daam daam zoof zoof zoof,4,nonword
10485,10485,25,1,M,6,m,641,homo homo homo vals homo vals homo,4,word
10486,10486,25,1,C,7,c,585,uilt uilt uilt gonk uilt uilt gonk,4,nonword
10487,10487,25,1,C,5,c,854,dalk dalk dalk zies zies dalk dalk,4,nonword
10488,10488,25,1,M,1,m,617,been been been shit been been been,4,word
10489,10489,25,1,M,3,m,603,kamp olie kamp olie kamp kamp kamp,4,word
10490,10490,25,1,M,3,m,829,taxi lege taxi lege taxi taxi taxi,4,word
10491,10491,25,1,C,7,c,1016,kels kels kels doov kels kels doov,4,nonword
10492,10492,25,1,C,2,c,670,biee dach dach biee dach dach dach,4,nonword
10493,10493,25,1,C,3,c,683,lura weft lura weft lura lura lura,4,nonword
10494,10494,25,1,M,4,m,624,redt redt knop knop redt redt redt,4,word
10495,10495,25,1,M,7,m,613,graf graf graf show graf graf show,4,word
10496,10496,25,1,M,1,m,559,baas baas baas heer baas baas baas,4,word
10497,10497,25,1,M,6,m,547,hals hals hals boer hals boer hals,4,word
10498,10498,25,1,M,6,m,640,daad daad daad berg daad berg daad,4,word
10499,10499,25,0,C,3,m,511,dold pijs dold pijs dold dold dold,4,nonword
10500,10500,26,1,M,6,m,551,toon toon toon kalm toon kalm toon,5,word
10501,10501,26,1,C,1,c,605,noks noks noks frel noks noks noks,5,nonword
10502,10502,26,1,M,5,m,1102,raar raar raar hing hing raar raar,5,word
10503,10503,26,1,C,7,c,857,dauk dauk dauk lors dauk dauk lors,5,nonword
10504,10504,26,1,C,4,c,743,taar taar ille ille taar taar taar,5,nonword
10505,10505,26,1,C,1,c,797,tool tool tool zaas tool tool tool,5,nonword
10506,10506,26,1,M,6,m,1161,fort fort fort high fort high fort,5,word
10507,10507,26,1,M,4,m,840,rock rock bijl bijl rock rock rock,5,word
10508,10508,26,1,M,3,m,653,plus kern plus kern plus plus plus,5,word
10509,10509,26,1,M,4,m,666,ruit ruit coma coma ruit ruit ruit,5,word
10510,10510,26,1,M,1,m,534,norm norm norm glad norm norm norm,5,word
10511,10511,26,1,C,7,c,661,hoot hoot hoot feep hoot hoot feep,5,nonword
10512,10512,26,1,M,7,m,732,wijf wijf wijf poot wijf wijf poot,5,word
10513,10513,26,1,C,7,c,707,daus daus daus teft daus daus teft,5,nonword
10514,10514,26,1,C,4,c,613,brum brum isfe isfe brum brum brum,5,nonword
10515,10515,26,1,C,1,c,612,kels kels kels doov kels kels kels,5,nonword
10516,10516,26,1,M,1,m,520,tijd tijd tijd heel tijd tijd tijd,5,word
10517,10517,26,1,M,5,m,663,geld geld geld wist wist geld geld,5,word
10518,10518,26,1,C,3,c,1094,kuim helf kuim helf kuim kuim kuim,5,nonword
10519,10519,26,1,M,7,m,504,hals hals hals boer hals hals boer,5,word
10520,10520,26,1,M,1,m,697,wond wond wond reus wond wond wond,5,word
10521,10521,26,1,M,7,m,558,bied bied bied loon bied bied loon,5,word
10522,10522,26,1,C,7,c,689,praf praf praf moek praf praf moek,5,nonword
10523,10523,26,1,C,6,c,710,lunk lunk lunk hieg lunk hieg lunk,5,nonword
10524,10524,26,1,C,2,c,590,elen horo horo elen horo horo horo,5,nonword
10525,10525,26,1,C,6,c,698,vins vins vins talt vins talt vins,5,nonword
10526,10526,26,1,M,2,m,548,fout raad raad fout raad raad raad,5,word
10527,10527,26,1,C,5,c,922,tonk tonk tonk lijg lijg tonk tonk,5,nonword
10528,10528,26,1,M,7,m,728,pret pret pret baai pret pret baai,5,word
10529,10529,26,1,C,7,c,693,tate tate tate bild tate tate bild,5,nonword
10530,10530,26,1,M,2,m,778,deal wijs wijs deal wijs wijs wijs,5,word
10531,10531,26,1,C,3,c,670,baap cens baap cens baap baap baap,5,nonword
10532,10532,26,1,M,5,m,550,trek trek trek gauw gauw trek trek,5,word
10533,10533,26,1,C,2,c,612,inze polp polp inze polp polp polp,5,nonword
10534,10534,26,1,C,6,c,798,icht icht icht vool icht vool icht,5,nonword
10535,10535,26,1,C,3,c,553,nouw alde nouw alde nouw nouw nouw,5,nonword
10536,10536,26,0,M,7,c,948,jong jong jong mate jong jong mate,5,word
10537,10537,26,1,C,6,c,867,dalk dalk dalk zies dalk zies dalk,5,nonword
10538,10538,26,1,C,1,c,757,stot stot stot beem stot stot stot,5,nonword
10539,10539,26,1,C,7,c,578,kuto kuto kuto peed kuto kuto peed,5,nonword
10540,10540,26,1,M,7,m,683,woud woud woud jeep woud woud jeep,5,word
10541,10541,26,1,C,4,c,598,weil weil dous dous weil weil weil,5,nonword
10542,10542,26,1,M,7,m,1144,dolf dolf dolf miss dolf dolf miss,5,word
10543,10543,26,1,C,3,c,870,dote luip dote luip dote dote dote,5,nonword
10544,10544,26,1,C,3,c,801,buft noer buft noer buft buft buft,5,nonword
10545,10545,26,1,C,5,c,731,lals lals lals poek poek lals lals,5,nonword
10546,10546,26,1,M,5,m,566,pers pers pers zand zand pers pers,5,word
10547,10547,26,1,C,1,c,611,hiet hiet hiet wols hiet hiet hiet,5,nonword
10548,10548,26,0,M,1,c,804,trad trad trad hief trad trad trad,5,word
10549,10549,26,1,C,6,c,810,zope zope zope hams zope hams zope,5,nonword
10550,10550,26,1,M,3,m,583,okay zeep okay zeep okay okay okay,5,word
10551,10551,26,1,C,1,c,791,faai faai faai heut faai faai faai,5,nonword
10552,10552,26,1,C,1,c,1204,palg palg palg keis palg palg palg,5,nonword
10553,10553,26,1,M,6,m,592,goud goud goud leer goud leer goud,5,word
10554,10554,26,1,C,4,c,1052,satt satt bown bown satt satt satt,5,nonword
10555,10555,26,1,C,5,c,1642,wers wers wers haad haad wers wers,5,nonword
10556,10556,26,1,M,4,m,578,knap knap heus heus knap knap knap,5,word
10557,10557,26,1,C,2,c,608,vral zous zous vral zous zous zous,5,nonword
10558,10558,26,1,C,4,c,928,lura lura weft weft lura lura lura,5,nonword
10559,10559,26,1,C,1,c,748,kluw kluw kluw rart kluw kluw kluw,5,nonword
10560,10560,26,1,M,2,m,592,vers kilo kilo vers kilo kilo kilo,5,word
10561,10561,26,1,M,2,m,619,wens rook rook wens rook rook rook,5,word
10562,10562,26,0,C,2,m,1242,ests morp morp ests morp morp morp,5,nonword
10563,10563,26,1,M,7,m,605,raak raak raak lees raak raak lees,5,word
10564,10564,26,1,C,2,c,732,kape guvo guvo kape guvo guvo guvo,5,nonword
10565,10565,26,1,C,3,c,782,bing kums bing kums bing bing bing,5,nonword
10566,10566,26,1,C,5,c,685,hust hust hust dran dran hust hust,5,nonword
10567,10567,26,1,M,4,m,554,rijp rijp knal knal rijp rijp rijp,5,word
10568,10568,26,1,M,4,m,564,boze boze wand wand boze boze boze,5,word
10569,10569,26,1,M,7,m,582,erop erop erop half erop erop half,5,word
10570,10570,26,1,M,1,m,482,kerk kerk kerk mama kerk kerk kerk,5,word
10571,10571,26,1,C,4,c,1093,sopa sopa drig drig sopa sopa sopa,5,nonword
10572,10572,26,1,M,5,m,488,café café café huur huur café café,5,word
10573,10573,26,1,C,5,c,697,wras wras wras liem liem wras wras,5,nonword
10574,10574,26,1,M,1,m,469,vrij vrij vrij zaak vrij vrij vrij,5,word
10575,10575,26,1,C,7,c,676,lolk lolk lolk vade lolk lolk vade,5,nonword
10576,10576,26,1,C,6,c,1751,apos apos apos teet apos teet apos,5,nonword
10577,10577,26,1,M,3,m,611,eind trok eind trok eind eind eind,5,word
10578,10578,26,0,C,3,m,945,zoot haks zoot haks zoot zoot zoot,5,nonword
10579,10579,26,1,M,7,m,571,nauw nauw nauw pijp nauw nauw pijp,5,word
10580,10580,26,1,C,5,c,1006,rege rege rege nijt nijt rege rege,5,nonword
10581,10581,26,1,C,5,c,718,voog voog voog nere nere voog voog,5,nonword
10582,10582,26,1,M,6,m,551,kwam kwam kwam dood kwam dood kwam,5,word
10583,10583,26,1,C,5,c,1161,roup roup roup beel beel roup roup,5,nonword
10584,10584,26,1,C,7,c,898,wais wais wais voen wais wais voen,5,nonword
10585,10585,26,1,M,3,m,631,mijl zoet mijl zoet mijl mijl mijl,5,word
10586,10586,26,1,C,4,c,871,brop brop keuk keuk brop brop brop,5,nonword
10587,10587,26,1,M,3,m,825,wint fase wint fase wint wint wint,5,word
10588,10588,26,1,C,7,c,793,hons hons hons teuk hons hons teuk,5,nonword
10589,10589,26,1,M,7,m,646,zwak zwak zwak gele zwak zwak gele,5,word
10590,10590,26,1,C,4,c,1094,oomt oomt luil luil oomt oomt oomt,5,nonword
10591,10591,26,1,M,7,m,763,ramp ramp ramp hete ramp ramp hete,5,word
10592,10592,26,1,C,2,c,725,mong afes afes mong afes afes afes,5,nonword
10593,10593,26,1,C,3,c,1255,poem drak poem drak poem poem poem,5,nonword
10594,10594,26,1,M,3,m,654,ruil mode ruil mode ruil ruil ruil,5,word
10595,10595,26,1,C,4,c,626,peek peek lago lago peek peek peek,5,nonword
10596,10596,26,1,M,4,m,570,kamp kamp olie olie kamp kamp kamp,5,word
10597,10597,26,1,M,6,m,632,maal maal maal keus maal keus maal,5,word
10598,10598,26,1,C,2,c,640,ceda tijn tijn ceda tijn tijn tijn,5,nonword
10599,10599,26,1,C,4,c,648,biek biek stog stog biek biek biek,5,nonword
10600,10600,26,1,M,4,m,655,lied lied post post lied lied lied,5,word
10601,10601,26,1,C,4,c,742,goop goop isde isde goop goop goop,5,nonword
10602,10602,26,0,C,3,m,579,gond sput gond sput gond gond gond,5,nonword
10603,10603,26,1,C,3,c,912,dave tuim dave tuim dave dave dave,5,nonword
10604,10604,26,1,M,7,m,611,juli juli juli test juli juli test,5,word
10605,10605,26,1,M,1,m,606,boom boom boom duur boom boom boom,5,word
10606,10606,26,1,C,4,c,1287,dold dold pijs pijs dold dold dold,5,nonword
10607,10607,26,1,M,3,m,553,punt orde punt orde punt punt punt,5,word
10608,10608,26,1,C,3,c,649,puks tace puks tace puks puks puks,5,nonword
10609,10609,26,1,C,4,c,613,pori pori flet flet pori pori pori,5,nonword
10610,10610,26,1,M,4,m,549,gans gans klem klem gans gans gans,5,word
10611,10611,26,1,M,4,m,1052,durf durf lage lage durf durf durf,5,word
10612,10612,26,0,C,7,m,1194,kijn kijn kijn abte kijn kijn abte,5,nonword
10613,10613,26,1,C,3,c,713,shik eger shik eger shik shik shik,5,nonword
10614,10614,26,1,M,5,m,592,koor koor koor bijt bijt koor koor,5,word
10615,10615,26,1,M,7,m,622,pakt pakt pakt leef pakt pakt leef,5,word
10616,10616,26,1,C,6,c,984,kand kand kand woet kand woet kand,5,nonword
10617,10617,26,1,C,6,c,723,nave nave nave horp nave horp nave,5,nonword
10618,10618,26,1,M,7,m,594,taal taal taal reis taal taal reis,5,word
10619,10619,26,1,C,6,c,695,kurt kurt kurt pode kurt pode kurt,5,nonword
10620,10620,26,1,M,4,m,622,ford ford apen apen ford ford ford,5,word
10621,10621,26,1,M,2,m,606,heer baas baas heer baas baas baas,5,word
10622,10622,26,1,C,1,c,1053,mang mang mang stef mang mang mang,5,nonword
10623,10623,26,1,C,4,c,912,hawa hawa pelk pelk hawa hawa hawa,5,nonword
10624,10624,26,1,M,4,m,540,zelf zelf want want zelf zelf zelf,5,word
10625,10625,26,1,M,7,m,644,flat flat flat merk flat flat merk,5,word
10626,10626,26,1,C,7,c,807,foba foba foba sune foba foba sune,5,nonword
10627,10627,26,1,M,5,m,567,gene gene gene lord lord gene gene,5,word
10628,10628,26,1,C,7,c,726,tinx tinx tinx goef tinx tinx goef,5,nonword
10629,10629,26,1,M,4,m,654,koos koos rede rede koos koos koos,5,word
10630,10630,26,1,M,6,m,826,lijf lijf lijf mede lijf mede lijf,5,word
10631,10631,26,1,M,1,m,552,bier bier bier stof bier bier bier,5,word
10632,10632,26,1,C,7,c,987,book book book deus book book deus,5,nonword
10633,10633,26,1,M,1,m,508,bord bord bord tent bord bord bord,5,word
10634,10634,26,1,M,1,m,523,klas klas klas geur klas klas klas,5,word
10635,10635,26,1,M,6,m,486,ezel ezel ezel muis ezel muis ezel,5,word
10636,10636,26,1,C,1,c,911,jort jort jort miel jort jort jort,5,nonword
10637,10637,26,1,M,1,m,653,truc truc truc sexy truc truc truc,5,word
10638,10638,26,1,M,2,m,551,shit been been shit been been been,5,word
10639,10639,26,1,M,4,m,556,maat maat oren oren maat maat maat,5,word
10640,10640,26,1,M,5,m,870,city city city poen poen city city,5,word
10641,10641,26,1,C,6,c,1021,medo medo medo pijt medo pijt medo,5,nonword
10642,10642,26,1,C,6,c,756,gich gich gich kert gich kert gich,5,nonword
10643,10643,26,1,C,3,c,862,lool tiek lool tiek lool lool lool,5,nonword
10644,10644,26,1,M,7,m,715,ruwe ruwe ruwe poos ruwe ruwe poos,5,word
10645,10645,26,1,M,6,m,506,hoor hoor hoor eten hoor eten hoor,5,word
10646,10646,26,1,C,7,c,655,spim spim spim dand spim spim dand,5,nonword
10647,10647,26,1,C,5,c,675,bamp bamp bamp foft foft bamp bamp,5,nonword
10648,10648,26,1,C,7,c,1069,bust bust bust mave bust bust mave,5,nonword
10649,10649,26,1,C,5,c,683,halp halp halp gied gied halp halp,5,nonword
10650,10650,26,1,M,2,m,529,warm noch noch warm noch noch noch,5,word
10651,10651,26,0,C,3,m,906,voon drap voon drap voon voon voon,5,nonword
10652,10652,26,1,C,2,c,952,spal voot voot spal voot voot voot,5,nonword
10653,10653,26,1,M,3,m,614,huid stom huid stom huid huid huid,5,word
10654,10654,26,1,C,3,c,1045,moor zees moor zees moor moor moor,5,nonword
10655,10655,26,1,M,3,m,596,trap hoek trap hoek trap trap trap,5,word
10656,10656,26,1,C,7,c,1129,prap prap prap vous prap prap vous,5,nonword
10657,10657,26,1,C,7,c,717,hege hege hege tolp hege hege tolp,5,nonword
10658,10658,26,1,M,1,m,568,blij blij blij hart blij blij blij,5,word
10659,10659,26,1,M,4,m,588,buik buik rand rand buik buik buik,5,word
10660,10660,26,1,C,2,c,1161,geuk ralt ralt geuk ralt ralt ralt,5,nonword
10661,10661,26,1,M,6,m,580,hang hang hang dure hang dure hang,5,word
10662,10662,26,1,C,7,c,673,pams pams pams veet pams pams veet,5,nonword
10663,10663,26,1,C,2,c,715,saal meep meep saal meep meep meep,5,nonword
10664,10664,26,1,M,6,m,563,zaal zaal zaal bron zaal bron zaal,5,word
10665,10665,26,1,M,5,m,616,past past past volg volg past past,5,word
10666,10666,26,1,M,7,m,780,mand mand mand roer mand mand roer,5,word
10667,10667,26,1,C,1,c,630,asho asho asho krif asho asho asho,5,nonword
10668,10668,26,1,M,4,m,604,taxi taxi lege lege taxi taxi taxi,5,word
10669,10669,26,1,C,4,c,724,emer emer shap shap emer emer emer,5,nonword
10670,10670,26,1,M,4,m,644,knul knul erom erom knul knul knul,5,word
10671,10671,26,1,C,6,c,657,gint gint gint koed gint koed gint,5,nonword
10672,10672,26,1,M,2,m,507,roze kast kast roze kast kast kast,5,word
10673,10673,26,1,M,3,m,691,luik zoen luik zoen luik luik luik,5,word
10674,10674,26,1,C,1,c,679,kwil kwil kwil goet kwil kwil kwil,5,nonword
10675,10675,26,1,M,6,m,732,chef chef chef klap chef klap chef,5,word
